group,n,rmse,point_spearman,rank_spearman,ndcg,hit_recall_5pct,regret_5pct,normalized_regret_5pct,hit_recall_10pct,regret_10pct,normalized_regret_10pct,hit_recall_20pct,regret_20pct,normalized_regret_20pct,source,model,seed,fold_index,split,model_display,size_stratum
screen:IR_BL_AG_4CR_IR_4CR_aldehyde_generic_cell_HeLa_in_vitro,560,1.0003316420605322,-0.0434443841132188,0.0149390110631272,0.9212997016260036,0.1071428571428571,0.9930374622344972,0.1371236823976473,0.1964285714285714,0.9930374622344972,0.1371236823976473,0.2232142857142857,0.9930374622344972,0.1371236823976473,method\benchmark_results\dual_head_hybrid_postfix_20260903_093428,validation_selected_neural_tree_hybrid,20260724,1,test,Validation-selected hybrid,Large (>=500)
screen:Li_enzyme_catalyzed_Li_enzyme_catalyzed_generic_cell_HEK293T_in_vitro,144,0.9961260670588896,0.5457884132438577,0.5729095223684648,0.5148149813138982,0.0,6.2884209752082825,0.823529406254727,0.2666666666666666,5.6396156549453735,0.738562088977861,0.4137931034482758,0.0,0.0,method\benchmark_results\dual_head_hybrid_postfix_20260903_093428,validation_selected_neural_tree_hybrid,20260724,1,test,Validation-selected hybrid,Medium (100-499)
screen:Raj_Jacob_ML_branched_ester_RM_Michael_addition_branched_spleen_Mouse_intravenous,97,0.953707364619098,0.359373407678774,0.5316067865284436,0.9086135871303088,0.2,1.141494870185852,0.223135147635398,0.2,1.141494870185852,0.223135147635398,0.35,0.9598321914672852,0.1876244066812056,method\benchmark_results\dual_head_hybrid_postfix_20260903_093428,validation_selected_neural_tree_hybrid,20260724,1,test,Validation-selected hybrid,Small (<100)
screen:Zhou_dendrimer_Zhou_dendrimer_liver_Mouse_intravenous,24,1.0132612858358951,0.1726603434576062,0.2465257310330527,0.8825055409824845,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.4,0.0,0.0,method\benchmark_results\dual_head_hybrid_postfix_20260903_093428,validation_selected_neural_tree_hybrid,20260724,1,test,Validation-selected hybrid,Small (<100)
screen:A549_form_screen_IR_Reductive_amination_lung_epithelium_A549_in_vitro,436,1.0076640710747102,0.2481925214691016,0.3253225372932344,0.9218584842391334,0.0,1.1023632287979126,0.2319587489223302,0.1136363636363636,0.2204728126525879,0.0463917849020132,0.2045454545454545,0.2204728126525879,0.0463917849020132,ablation_results\20260903_092831\results.json,A115_dual_rank_residual,20260725,2,test,DeepLNP,Medium (100-499)
screen:He_4CR_aldehyde_He_4CR_aldehyde_liver_Mouse_intravenous,161,0.9875481340171312,0.1959681167044333,0.0260255423779654,0.8209229034125667,0.0,0.8328238129615784,0.2332789301074373,0.0,0.652281641960144,0.1827079884088338,0.1212121212121212,0.0524154901504516,0.0146818922238458,ablation_results\20260903_092831\results.json,A115_dual_rank_residual,20260725,2,test,DeepLNP,Medium (100-499)
screen:Lee_unsat_dendrimer_Lee_unsat_dendrimer_generic_cell_IGROV1_in_vitro,84,0.915018608632091,0.5336609502798099,0.4550604118219208,0.9017968144167828,0.4,0.0,0.0,0.2222222222222222,0.0,0.0,0.4117647058823529,0.0,0.0,ablation_results\20260903_092831\results.json,A115_dual_rank_residual,20260725,2,test,DeepLNP,Small (<100)
screen:Li_Thiolyne_Li_Thiolyne_generic_cell_HEK293T_in_vitro,112,0.9799942476045406,0.4058216002910331,0.0759079534348043,0.5410172630792037,0.0,3.440924197435379,0.7849624073747713,0.0833333333333333,1.9182164669036863,0.4375940094376124,0.1304347826086956,1.146974802017212,0.2616541516551501,ablation_results\20260903_092831\results.json,A115_dual_rank_residual,20260725,2,test,DeepLNP,Medium (100-499)
screen:Liu_Phospholipids_Liu_iPhos_generic_cell_IGROV1_in_vitro,572,1.0292712209276194,0.0122359697299071,0.1843442772309346,0.8752926418406811,0.3448275862068966,0.0,0.0,0.5517241379310345,0.0,0.0,0.4608695652173913,0.0,0.0,ablation_results\20260903_092831\results.json,A115_dual_rank_residual,20260725,2,test,DeepLNP,Large (>=500)
screen:Raj_Jacob_ML_branched_ester_RM_Michael_addition_branched_lung_Mouse_intravenous,22,1.003028318406869,-0.1801242236024844,0.0389610389610389,0.8167057173352855,0.0,1.7574501037597656,0.3822332139697173,0.3333333333333333,1.7574501037597656,0.3822332139697173,0.4,1.752687931060791,0.3811974744216563,ablation_results\20260903_092831\results.json,A115_dual_rank_residual,20260725,2,test,DeepLNP,Small (<100)
screen:Whitehead_siRNA_whitehead_lipidoid_generic_cell_nan_in_vitro,1150,0.9878970190369146,0.3320267757603943,0.2284445704215924,0.8502591156690642,0.1379310344827586,0.2579975128173828,0.0443169470139894,0.2,0.2545771598815918,0.0437294235213428,0.3695652173913043,0.0,0.0,ablation_results\20260903_092831\results.json,A115_dual_rank_residual,20260725,2,test,DeepLNP,Large (>=500)
screen:A549_form_screen_IR_Reductive_amination_lung_epithelium_A549_in_vitro,436,0.829653956327814,0.5590212827418326,0.5590212827418326,0.9537203835611714,0.1818181818181818,0.3487382890313475,0.0733813420962199,0.2954545454545454,0.3487382890313475,0.0733813420962199,0.3977272727272727,0.0,0.0,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Metadata only / Extra Trees,20260725,2,test,Metadata Extra Trees,Medium (100-499)
screen:He_4CR_aldehyde_He_4CR_aldehyde_liver_Mouse_intravenous,161,1.0040795736420067,,,0.8563431335797982,0.0,0.3552605606368861,0.0995106035889069,0.0588235294117647,0.3552605606368861,0.0995106035889069,0.0303030303030303,0.3552605606368861,0.0995106035889069,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Metadata only / Extra Trees,20260725,2,test,Metadata Extra Trees,Medium (100-499)
screen:Lee_unsat_dendrimer_Lee_unsat_dendrimer_generic_cell_IGROV1_in_vitro,84,0.8189401738651306,0.5883409773137215,0.5883409773137215,0.8435640034112587,0.4,0.0,0.0,0.2222222222222222,0.0,0.0,0.4117647058823529,0.0,0.0,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Metadata only / Extra Trees,20260725,2,test,Metadata Extra Trees,Small (<100)
screen:Li_Thiolyne_Li_Thiolyne_generic_cell_HEK293T_in_vitro,112,1.016196485780595,-0.3908650730062876,-0.3908650730062876,0.4906511014894871,0.0,3.440924319074293,0.7849624051834386,0.0833333333333333,0.7712416436174272,0.175939846219702,0.0869565217391304,0.7712416436174272,0.175939846219702,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Metadata only / Extra Trees,20260725,2,test,Metadata Extra Trees,Medium (100-499)
screen:Liu_Phospholipids_Liu_iPhos_generic_cell_IGROV1_in_vitro,572,1.0457923152166906,-0.2770922005557961,-0.2770922005557961,0.7950139600092917,0.0344827586206896,0.0,0.0,0.0517241379310344,0.0,0.0,0.1391304347826087,0.0,0.0,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Metadata only / Extra Trees,20260725,2,test,Metadata Extra Trees,Large (>=500)
screen:Raj_Jacob_ML_branched_ester_RM_Michael_addition_branched_lung_Mouse_intravenous,22,1.0699348800171578,-0.0254093732354601,-0.0254093732354601,0.7946936424788998,0.0,2.3260164215294843,0.5058924342042681,0.3333333333333333,1.7526879419272965,0.3811974675393879,0.4,1.7526879419272965,0.3811974675393879,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Metadata only / Extra Trees,20260725,2,test,Metadata Extra Trees,Small (<100)
screen:Whitehead_siRNA_whitehead_lipidoid_generic_cell_nan_in_vitro,1150,1.0014575471205212,,,0.8173056496063107,0.1034482758620689,0.2579977418244441,0.0443169846782784,0.1565217391304348,0.2579977418244441,0.0443169846782784,0.1913043478260869,0.2579977418244441,0.0443169846782784,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Metadata only / Extra Trees,20260725,2,test,Metadata Extra Trees,Large (>=500)
screen:A549_form_screen_IR_Reductive_amination_lung_epithelium_A549_in_vitro,436,0.9336151941037792,0.3992123032246511,0.3992123032246511,0.9489111697765604,0.1818181818181818,0.2204726699842336,0.0463917525773196,0.25,0.2204726699842336,0.0463917525773196,0.3181818181818182,0.0,0.0,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Ionizable Morgan + metadata / Extra Trees,20260725,2,test,Ionizable Morgan Extra Trees,Medium (100-499)
screen:He_4CR_aldehyde_He_4CR_aldehyde_liver_Mouse_intravenous,161,1.0013718720529323,-0.0625536563024577,-0.0625536563024577,0.837564626635453,0.1111111111111111,0.0,0.0,0.1764705882352941,0.0,0.0,0.1818181818181818,0.0,0.0,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Ionizable Morgan + metadata / Extra Trees,20260725,2,test,Ionizable Morgan Extra Trees,Medium (100-499)
screen:Lee_unsat_dendrimer_Lee_unsat_dendrimer_generic_cell_IGROV1_in_vitro,84,0.7907848698274869,0.6857627083346696,0.6857627083346696,0.930698167600365,0.2,0.0,0.0,0.4444444444444444,0.0,0.0,0.6470588235294118,0.0,0.0,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Ionizable Morgan + metadata / Extra Trees,20260725,2,test,Ionizable Morgan Extra Trees,Small (<100)
screen:Li_Thiolyne_Li_Thiolyne_generic_cell_HEK293T_in_vitro,112,1.0074071423231856,-0.1213583444112452,-0.1213583444112452,0.5166353171711454,0.0,3.440924319074293,0.7849624051834386,0.0833333333333333,1.918216422955116,0.4375939827209869,0.0869565217391304,1.918216422955116,0.4375939827209869,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Ionizable Morgan + metadata / Extra Trees,20260725,2,test,Ionizable Morgan Extra Trees,Medium (100-499)
screen:Liu_Phospholipids_Liu_iPhos_generic_cell_IGROV1_in_vitro,572,1.0037193685024102,-0.0020700720449283,-0.0020700720449283,0.8144310749773257,0.0344827586206896,0.0,0.0,0.0517241379310344,0.0,0.0,0.1913043478260869,0.0,0.0,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Ionizable Morgan + metadata / Extra Trees,20260725,2,test,Ionizable Morgan Extra Trees,Large (>=500)
screen:Raj_Jacob_ML_branched_ester_RM_Michael_addition_branched_lung_Mouse_intravenous,22,0.9621104864088936,0.7357425183512141,0.7357425183512141,0.8778290791956515,0.5,1.7526879419272965,0.3811974675393879,0.6666666666666666,1.7526879419272965,0.3811974675393879,0.6,1.7526879419272965,0.3811974675393879,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Ionizable Morgan + metadata / Extra Trees,20260725,2,test,Ionizable Morgan Extra Trees,Small (<100)
screen:Whitehead_siRNA_whitehead_lipidoid_generic_cell_nan_in_vitro,1150,0.9361440441112332,0.2901302448807155,0.2901302448807155,0.9274601528700496,0.5517241379310345,0.0,0.0,0.5478260869565217,0.0,0.0,0.4913043478260869,0.0,0.0,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Ionizable Morgan + metadata / Extra Trees,20260725,2,test,Ionizable Morgan Extra Trees,Large (>=500)
screen:A549_form_screen_IR_Reductive_amination_lung_epithelium_A549_in_vitro,436,0.8786007689980165,0.5645166498208617,0.3992123032246511,0.948911170365112,0.1818181818181818,0.2204728126525879,0.0463917849020132,0.25,0.2204728126525879,0.0463917849020132,0.3181818181818182,0.0,0.0,method\benchmark_results\dual_head_hybrid_postfix_20260903_093428,validation_selected_neural_tree_hybrid,20260725,2,test,Validation-selected hybrid,Medium (100-499)
screen:He_4CR_aldehyde_He_4CR_aldehyde_liver_Mouse_intravenous,161,0.99144421654796,0.1959681167044333,-0.0625536563024577,0.8375646345578837,0.1111111111111111,0.0,0.0,0.1764705882352941,0.0,0.0,0.1818181818181818,0.0,0.0,method\benchmark_results\dual_head_hybrid_postfix_20260903_093428,validation_selected_neural_tree_hybrid,20260725,2,test,Validation-selected hybrid,Medium (100-499)
screen:Lee_unsat_dendrimer_Lee_unsat_dendrimer_generic_cell_IGROV1_in_vitro,84,0.8100136649903344,0.5794012061955122,0.6857627083346696,0.9306981674120148,0.2,0.0,0.0,0.4444444444444444,0.0,0.0,0.6470588235294118,0.0,0.0,method\benchmark_results\dual_head_hybrid_postfix_20260903_093428,validation_selected_neural_tree_hybrid,20260725,2,test,Validation-selected hybrid,Small (<100)
screen:Li_Thiolyne_Li_Thiolyne_generic_cell_HEK293T_in_vitro,112,0.9964369315048666,0.171710769898809,-0.1213583444112452,0.5166353175898916,0.0,3.440924197435379,0.7849624073747713,0.0833333333333333,1.9182164669036863,0.4375940094376124,0.0869565217391304,1.9182164669036863,0.4375940094376124,method\benchmark_results\dual_head_hybrid_postfix_20260903_093428,validation_selected_neural_tree_hybrid,20260725,2,test,Validation-selected hybrid,Medium (100-499)
screen:Liu_Phospholipids_Liu_iPhos_generic_cell_IGROV1_in_vitro,572,1.030080679306498,-0.1598817239330364,-0.0020700720449283,0.8144310788479517,0.0344827586206896,0.0,0.0,0.0517241379310344,0.0,0.0,0.1913043478260869,0.0,0.0,method\benchmark_results\dual_head_hybrid_postfix_20260903_093428,validation_selected_neural_tree_hybrid,20260725,2,test,Validation-selected hybrid,Large (>=500)
screen:Raj_Jacob_ML_branched_ester_RM_Michael_addition_branched_lung_Mouse_intravenous,22,1.0216707900896893,-0.0242800677583286,0.7357425183512141,0.8778290845343282,0.5,1.752687931060791,0.3811974744216563,0.6666666666666666,1.752687931060791,0.3811974744216563,0.6,1.752687931060791,0.3811974744216563,method\benchmark_results\dual_head_hybrid_postfix_20260903_093428,validation_selected_neural_tree_hybrid,20260725,2,test,Validation-selected hybrid,Small (<100)
screen:Whitehead_siRNA_whitehead_lipidoid_generic_cell_nan_in_vitro,1150,0.9941324081918272,0.3320267757603943,0.2901302448807155,0.9274601522503376,0.5517241379310345,0.0,0.0,0.5478260869565217,0.0,0.0,0.4913043478260869,0.0,0.0,method\benchmark_results\dual_head_hybrid_postfix_20260903_093428,validation_selected_neural_tree_hybrid,20260725,2,test,Validation-selected hybrid,Large (>=500)
screen:AGILE_3CR_Agile_3CR_macrophage_RAW264p7_in_vitro,1100,1.0185187249886245,-0.0416408461208763,0.1146225848159272,0.9061728001668116,0.0363636363636363,1.88653564453125,0.2603773964879688,0.1727272727272727,1.2576904296875,0.1735849309919792,0.2772727272727273,1.1483261585235596,0.1584906049043603,ablation_results\20260903_093125\results.json,A115_dual_rank_residual,20260726,3,test,DeepLNP,Large (>=500)
screen:Chen_disulfide_Chen_disulfide_liver_Mouse_intravenous,31,1.0009798311441669,0.4016970474989416,0.3415131761290649,0.9571576811909892,0.0,0.3636036515235901,0.0936193489598008,0.0,0.3636036515235901,0.0936193489598008,0.2857142857142857,0.3636036515235901,0.0936193489598008,ablation_results\20260903_093125\results.json,A115_dual_rank_residual,20260726,3,test,DeepLNP,Small (<100)
screen:He_4CR_aldehyde_He_4CR_aldehyde_spleen_Mouse_intravenous,160,0.9969279412367132,-0.2532594441228766,-0.0199721052400053,0.836765347837108,0.0,0.2710013389587402,0.0909090981799097,0.0625,0.2710013389587402,0.0909090981799097,0.25,0.0956475734710693,0.0320855781774399,ablation_results\20260903_093125\results.json,A115_dual_rank_residual,20260726,3,test,DeepLNP,Medium (100-499)
screen:IR_BL_AG_4CR_IR_4CR_aldehyde_muscle_Mouse_intramuscular,51,1.002348099061699,-0.1715006078167833,0.45643615276367,0.8264109474222389,0.0,0.5672236680984497,0.1813597718767349,0.1666666666666666,0.5672236680984497,0.1813597718767349,0.3636363636363636,0.0,0.0,ablation_results\20260903_093125\results.json,A115_dual_rank_residual,20260726,3,test,DeepLNP,Small (<100)
screen:LM_3CR_LM_3CR_generic_cell_HeLa_in_vitro,1080,0.98730710141627,0.3207338547350809,0.2022253645995808,0.9332835885986958,0.2962962962962963,0.0,0.0,0.324074074074074,0.0,0.0,0.3518518518518518,0.0,0.0,ablation_results\20260903_093125\results.json,A115_dual_rank_residual,20260726,3,test,DeepLNP,Large (>=500)
screen:RM_BL_AG_carbonate_RM_carbonate_muscle_nan_intramuscular,4,1.0046665830961024,-0.1999999999999999,-0.1999999999999999,0.6625315674018344,0.0,2.561699151992798,1.0,0.0,2.561699151992798,1.0,0.0,2.561699151992798,1.0,ablation_results\20260903_093125\results.json,A115_dual_rank_residual,20260726,3,test,DeepLNP,Small (<100)
screen:Raj_Jacob_ML_branched_ester_RM_Michael_addition_branched_liver_Mouse_intravenous,97,1.002812099461158,0.2131416999789606,0.5779902167052386,0.9581750687434986,0.2,0.1662065982818603,0.0465794812708151,0.5,0.0,0.0,0.5,0.0,0.0,ablation_results\20260903_093125\results.json,A115_dual_rank_residual,20260726,3,test,DeepLNP,Small (<100)
screen:Raj_Jacob_ML_branched_ester_RM_Michael_addition_branched_muscle_Mouse_intramuscular,18,1.001575897382501,-0.2734778121775025,0.2755417956656346,0.909269882124952,0.0,1.3055254817008972,0.3016491384983931,0.0,1.0219670534133911,0.2361313398756917,0.0,1.0012906789779663,0.2313539451613502,ablation_results\20260903_093125\results.json,A115_dual_rank_residual,20260726,3,test,DeepLNP,Small (<100)
screen:AGILE_3CR_Agile_3CR_macrophage_RAW264p7_in_vitro,1100,1.0151768932984944,,,0.8998221875048167,0.0727272727272727,1.5857833552675975,0.2188679245661802,0.1,1.0116204162078035,0.13962264152206,0.209090909090909,0.0,0.0,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Metadata only / Extra Trees,20260726,3,test,Metadata Extra Trees,Large (>=500)
screen:Chen_disulfide_Chen_disulfide_liver_Mouse_intravenous,31,0.9852043924773224,0.2891652451225496,0.2891652451225496,0.9314276699448256,0.0,0.5949806198336335,0.1531934415512465,0.0,0.5949806198336335,0.1531934415512465,0.0,0.5949806198336335,0.1531934415512465,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Metadata only / Extra Trees,20260726,3,test,Metadata Extra Trees,Small (<100)
screen:He_4CR_aldehyde_He_4CR_aldehyde_spleen_Mouse_intravenous,160,0.9870498628353298,,,0.7976438550077863,0.125,0.0956475245745502,0.032085561497326,0.125,0.0956475245745502,0.032085561497326,0.15625,0.0956475245745502,0.032085561497326,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Metadata only / Extra Trees,20260726,3,test,Metadata Extra Trees,Medium (100-499)
screen:IR_BL_AG_4CR_IR_4CR_aldehyde_muscle_Mouse_intramuscular,51,1.0018488051072094,,,0.712647542152299,0.0,3.127615825256072,1.0,0.0,3.127615825256072,1.0,0.0,3.127615825256072,1.0,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Metadata only / Extra Trees,20260726,3,test,Metadata Extra Trees,Small (<100)
screen:LM_3CR_LM_3CR_generic_cell_HeLa_in_vitro,1080,1.000000036386348,,,0.8957061559244145,0.1666666666666666,0.0,0.0,0.1851851851851851,0.0,0.0,0.1574074074074074,0.0,0.0,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Metadata only / Extra Trees,20260726,3,test,Metadata Extra Trees,Large (>=500)
screen:RM_BL_AG_carbonate_RM_carbonate_muscle_nan_intramuscular,4,1.000357643551448,,,0.7189514222732244,0.0,2.561699290128046,1.0,0.0,2.561699290128046,1.0,0.0,2.561699290128046,1.0,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Metadata only / Extra Trees,20260726,3,test,Metadata Extra Trees,Small (<100)
screen:Raj_Jacob_ML_branched_ester_RM_Michael_addition_branched_liver_Mouse_intravenous,97,0.964719668387932,0.4196489353642663,0.4196489353642663,0.9111776445748688,0.0,0.2626742219228357,0.0736145763360905,0.2,0.2254026389355097,0.0631691973761655,0.2,0.166206615985281,0.0465794836297489,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Metadata only / Extra Trees,20260726,3,test,Metadata Extra Trees,Small (<100)
screen:Raj_Jacob_ML_branched_ester_RM_Michael_addition_branched_muscle_Mouse_intramuscular,18,1.013406309584843,-0.2039347308579719,-0.2039347308579719,0.7829190044219465,0.0,4.327960577364987,1.0,0.0,2.0993622518111725,0.4850696336724345,0.0,1.021967162689008,0.2361313474142634,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Metadata only / Extra Trees,20260726,3,test,Metadata Extra Trees,Small (<100)
screen:AGILE_3CR_Agile_3CR_macrophage_RAW264p7_in_vitro,1100,1.0067167027754835,0.130607736093058,0.130607736093058,0.905205394200278,0.1272727272727272,1.968558647435405,0.2716981131879066,0.2454545454545454,1.859194278552444,0.2566037736241868,0.3818181818181818,1.859194278552444,0.2566037736241868,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Ionizable Morgan + metadata / Extra Trees,20260726,3,test,Ionizable Morgan Extra Trees,Large (>=500)
screen:Chen_disulfide_Chen_disulfide_liver_Mouse_intravenous,31,1.012537402576868,0.4713730059640671,0.4713730059640671,0.9515657634523828,0.0,0.3636038125836027,0.0936193844875345,0.25,0.1610319174676818,0.0414619112188365,0.5714285714285714,0.1610319174676818,0.0414619112188365,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Ionizable Morgan + metadata / Extra Trees,20260726,3,test,Ionizable Morgan Extra Trees,Small (<100)
screen:He_4CR_aldehyde_He_4CR_aldehyde_spleen_Mouse_intravenous,160,1.1503468157586147,0.0584179974310698,0.0584179974310698,0.8757764737527727,0.25,0.0956475245745502,0.032085561497326,0.375,0.0956475245745502,0.032085561497326,0.375,0.0956475245745502,0.032085561497326,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Ionizable Morgan + metadata / Extra Trees,20260726,3,test,Ionizable Morgan Extra Trees,Medium (100-499)
screen:IR_BL_AG_4CR_IR_4CR_aldehyde_muscle_Mouse_intramuscular,51,1.0124850922159907,0.1091578821235584,0.1091578821235584,0.7041793504433943,0.0,2.426503931043952,0.7758318369697093,0.1666666666666666,0.0,0.0,0.0909090909090909,0.0,0.0,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Ionizable Morgan + metadata / Extra Trees,20260726,3,test,Ionizable Morgan Extra Trees,Small (<100)
screen:LM_3CR_LM_3CR_generic_cell_HeLa_in_vitro,1080,0.9907226729761957,0.1276580637362883,0.1276580637362883,0.9443645780708844,0.4259259259259259,0.0,0.0,0.3611111111111111,0.0,0.0,0.3009259259259259,0.0,0.0,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Ionizable Morgan + metadata / Extra Trees,20260726,3,test,Ionizable Morgan Extra Trees,Large (>=500)
screen:RM_BL_AG_carbonate_RM_carbonate_muscle_nan_intramuscular,4,1.06764334267357,-0.3999999999999999,-0.3999999999999999,0.6557122279232812,0.0,2.561699290128046,1.0,0.0,2.561699290128046,1.0,0.0,2.561699290128046,1.0,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Ionizable Morgan + metadata / Extra Trees,20260726,3,test,Ionizable Morgan Extra Trees,Small (<100)
screen:Raj_Jacob_ML_branched_ester_RM_Michael_addition_branched_liver_Mouse_intravenous,97,0.8406451673951907,0.6912870818430463,0.6912870818430463,0.9689282645001054,0.2,0.166206615985281,0.0465794836297489,0.5,0.0,0.0,0.65,0.0,0.0,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Ionizable Morgan + metadata / Extra Trees,20260726,3,test,Ionizable Morgan Extra Trees,Small (<100)
screen:Raj_Jacob_ML_branched_ester_RM_Michael_addition_branched_muscle_Mouse_intramuscular,18,1.0275495967105963,0.2053663570691434,0.2053663570691434,0.9064486940322538,0.0,1.3055255548808913,0.3016491327829378,0.0,1.021967162689008,0.2361313474142634,0.0,1.0012907437362344,0.2313539427722456,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Ionizable Morgan + metadata / Extra Trees,20260726,3,test,Ionizable Morgan Extra Trees,Small (<100)
screen:AGILE_3CR_Agile_3CR_macrophage_RAW264p7_in_vitro,1100,1.0154384302125663,-0.0416408461208763,0.130607736093058,0.9052053860948924,0.1272727272727272,1.96855902671814,0.2716981657333687,0.2454545454545454,1.85919451713562,0.2566038067395022,0.3818181818181818,1.85919451713562,0.2566038067395022,method\benchmark_results\dual_head_hybrid_postfix_20260903_093428,validation_selected_neural_tree_hybrid,20260726,3,test,Validation-selected hybrid,Large (>=500)
screen:Chen_disulfide_Chen_disulfide_liver_Mouse_intravenous,31,0.9861474943319956,0.2875900430560547,0.4713730059640671,0.9515657667894868,0.0,0.3636036515235901,0.0936193489598008,0.25,0.1610318422317505,0.04146189447868,0.5714285714285714,0.1610318422317505,0.04146189447868,method\benchmark_results\dual_head_hybrid_postfix_20260903_093428,validation_selected_neural_tree_hybrid,20260726,3,test,Validation-selected hybrid,Small (<100)
screen:He_4CR_aldehyde_He_4CR_aldehyde_spleen_Mouse_intravenous,160,0.9877099125735188,-0.2532594441228766,0.0584179974310698,0.8757764727072559,0.25,0.0956475734710693,0.0320855781774399,0.375,0.0956475734710693,0.0320855781774399,0.375,0.0956475734710693,0.0320855781774399,method\benchmark_results\dual_head_hybrid_postfix_20260903_093428,validation_selected_neural_tree_hybrid,20260726,3,test,Validation-selected hybrid,Medium (100-499)
screen:IR_BL_AG_4CR_IR_4CR_aldehyde_muscle_Mouse_intramuscular,51,1.0018151197264464,-0.1715006078167833,0.1091578821235584,0.7041793521196174,0.0,2.426503837108612,0.7758318404295843,0.1666666666666666,0.0,0.0,0.0909090909090909,0.0,0.0,method\benchmark_results\dual_head_hybrid_postfix_20260903_093428,validation_selected_neural_tree_hybrid,20260726,3,test,Validation-selected hybrid,Small (<100)
screen:LM_3CR_LM_3CR_generic_cell_HeLa_in_vitro,1080,0.9979797233173116,0.3207338547350809,0.1276580637362883,0.9443645764942368,0.4259259259259259,0.0,0.0,0.3611111111111111,0.0,0.0,0.3009259259259259,0.0,0.0,method\benchmark_results\dual_head_hybrid_postfix_20260903_093428,validation_selected_neural_tree_hybrid,20260726,3,test,Validation-selected hybrid,Large (>=500)
screen:RM_BL_AG_carbonate_RM_carbonate_muscle_nan_intramuscular,4,1.0007820173199042,-0.1999999999999999,-0.3999999999999999,0.6557122273248531,0.0,2.561699151992798,1.0,0.0,2.561699151992798,1.0,0.0,2.561699151992798,1.0,method\benchmark_results\dual_head_hybrid_postfix_20260903_093428,validation_selected_neural_tree_hybrid,20260726,3,test,Validation-selected hybrid,Small (<100)
screen:Raj_Jacob_ML_branched_ester_RM_Michael_addition_branched_liver_Mouse_intravenous,97,0.9678291461436992,0.4288344203660845,0.6912870818430463,0.9689282656599072,0.2,0.1662065982818603,0.0465794812708151,0.5,0.0,0.0,0.65,0.0,0.0,method\benchmark_results\dual_head_hybrid_postfix_20260903_093428,validation_selected_neural_tree_hybrid,20260726,3,test,Validation-selected hybrid,Small (<100)
screen:Raj_Jacob_ML_branched_ester_RM_Michael_addition_branched_muscle_Mouse_intramuscular,18,1.011633131982911,-0.2218782249742001,0.2053663570691434,0.9064486933774876,0.0,1.3055254817008972,0.3016491384983931,0.0,1.0219670534133911,0.2361313398756917,0.0,1.0012906789779663,0.2313539451613502,method\benchmark_results\dual_head_hybrid_postfix_20260903_093428,validation_selected_neural_tree_hybrid,20260726,3,test,Validation-selected hybrid,Small (<100)
screen:A549_form_screen_other_lung_epithelium_A549_in_vitro,157,1.000366081664222,0.1964951887609393,0.7532708369348883,0.94447058521074,0.0,0.9073220491409302,0.1941272839673502,0.1875,0.0,0.0,0.5,0.0,0.0,ablation_results\20260903_093354\results.json,A115_dual_rank_residual,20260727,4,test,DeepLNP,Medium (100-499)
screen:AGILE_3CR_Agile_3CR_generic_cell_HeLa_in_vitro,1100,1.0109616293010184,-0.0297651965397842,0.1962821228625501,0.9469255218816588,0.0545454545454545,0.5360628366470337,0.0967742233995226,0.1727272727272727,0.5360628366470337,0.0967742233995226,0.2863636363636364,0.2233593463897705,0.0403225625956374,ablation_results\20260903_093354\results.json,A115_dual_rank_residual,20260727,4,test,DeepLNP,Large (>=500)
