group,n,rmse,point_spearman,rank_spearman,ndcg,hit_recall_5pct,regret_5pct,normalized_regret_5pct,hit_recall_10pct,regret_10pct,normalized_regret_10pct,hit_recall_20pct,regret_20pct,normalized_regret_20pct,source,model,seed,fold_index,split
screen:Whitehead_siRNA_whitehead_lipidoid_generic_cell_nan_in_vitro,1150,0.9861624872854273,0.385982093630906,0.28489943807559615,0.9052434767658356,0.3275862068965517,0.0,0.0,0.2956521739130435,0.0,0.0,0.4,0.0,0.0,ablation_results\20260903_092511\results.json,A115_dual_rank_residual,20260724,1,val
screen:A549_form_screen_IR_Reductive_amination_lung_epithelium_A549_in_vitro,436,0.8909082074692464,0.46544616369067693,0.46544616369067693,0.9585229506966557,0.13636363636363635,0.35112314108600184,0.0738831615120276,0.20454545454545456,0.29396355997897805,0.06185567010309283,0.3977272727272727,0.0,0.0,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Metadata only / Extra Trees,20260724,1,val
screen:He_4CR_aldehyde_He_4CR_aldehyde_liver_Mouse_intravenous,161,1.0048280901252233,,,0.8563431335797982,0.0,0.35526056063688616,0.09951060358890693,0.058823529411764705,0.35526056063688616,0.09951060358890693,0.030303030303030304,0.35526056063688616,0.09951060358890693,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Metadata only / Extra Trees,20260724,1,val
screen:Lee_unsat_dendrimer_Lee_unsat_dendrimer_generic_cell_IGROV1_in_vitro,84,0.81710334370863,0.5275835334764493,0.5275835334764493,0.8180858713898017,0.0,0.8858781724746472,0.25,0.0,0.8858781724746472,0.25,0.35294117647058826,0.0,0.0,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Metadata only / Extra Trees,20260724,1,val
screen:Li_Thiolyne_Li_Thiolyne_generic_cell_HEK293T_in_vitro,112,1.0083797017805616,-0.3200028529168511,-0.3200028529168511,0.4860510960499868,0.0,3.065191202292805,0.699248119222272,0.0,3.065191202292805,0.699248119222272,0.08695652173913043,2.6696826603058468,0.6090225555074036,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Metadata only / Extra Trees,20260724,1,val
screen:Liu_Phospholipids_Liu_iPhos_generic_cell_IGROV1_in_vitro,572,1.029795030036151,-0.32390123710115065,-0.32390123710115065,0.7802521327663718,0.0,1.3706664910221285,0.33333333333333337,0.034482758620689655,0.0,0.0,0.1391304347826087,0.0,0.0,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Metadata only / Extra Trees,20260724,1,val
screen:Raj_Jacob_ML_branched_ester_RM_Michael_addition_branched_lung_Mouse_intravenous,22,1.0956821064064037,-0.27401134316629405,-0.27401134316629405,0.6701192682830397,0.0,3.189282570860548,0.6936468325004201,0.0,3.189282570860548,0.6936468325004201,0.2,1.7526879419272963,0.3811974675393879,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Metadata only / Extra Trees,20260724,1,val
screen:Whitehead_siRNA_whitehead_lipidoid_generic_cell_nan_in_vitro,1150,1.0035168747209566,,,0.8173056496063107,0.10344827586206896,0.2579977418244441,0.04431698467827843,0.1565217391304348,0.2579977418244441,0.04431698467827843,0.19130434782608696,0.2579977418244441,0.04431698467827843,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Metadata only / Extra Trees,20260724,1,val
screen:A549_form_screen_IR_Reductive_amination_lung_epithelium_A549_in_vitro,436,1.035935651729957,-0.10817864459667519,-0.10817864459667519,0.8983495348827878,0.0,1.0043754965948415,0.21134020618556712,0.022727272727272728,0.45727664885618813,0.09621993127147774,0.17045454545454544,0.34295748664214076,0.07216494845360823,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Ionizable Morgan + metadata / Extra Trees,20260724,1,val
screen:He_4CR_aldehyde_He_4CR_aldehyde_liver_Mouse_intravenous,161,1.0589171449069967,0.2291355032953298,0.2291355032953298,0.8576002387371482,0.0,1.5200492840365143,0.4257748776508973,0.0,1.5200492840365143,0.4257748776508973,0.030303030303030304,0.2504295755309198,0.07014681892332786,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Ionizable Morgan + metadata / Extra Trees,20260724,1,val
screen:Lee_unsat_dendrimer_Lee_unsat_dendrimer_generic_cell_IGROV1_in_vitro,84,0.7848932986263465,0.7488772830704151,0.7488772830704151,0.9441892644284072,0.2,0.0,0.0,0.5555555555555556,0.0,0.0,0.7058823529411765,0.0,0.0,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Ionizable Morgan + metadata / Extra Trees,20260724,1,val
screen:Li_Thiolyne_Li_Thiolyne_generic_cell_HEK293T_in_vitro,112,1.0046068654848694,0.07898025436063989,0.07898025436063989,0.5791128831282456,0.16666666666666666,1.146974760398915,0.2616541321808687,0.16666666666666666,1.146974760398915,0.2616541321808687,0.17391304347826086,0.7712416436174272,0.17593984621970205,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Ionizable Morgan + metadata / Extra Trees,20260724,1,val
screen:Liu_Phospholipids_Liu_iPhos_generic_cell_IGROV1_in_vitro,572,1.027333545306714,-0.14621614578224867,-0.14621614578224867,0.7928377999635514,0.06896551724137931,0.0,0.0,0.10344827586206896,0.0,0.0,0.10434782608695652,0.0,0.0,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Ionizable Morgan + metadata / Extra Trees,20260724,1,val
screen:Raj_Jacob_ML_branched_ester_RM_Michael_addition_branched_lung_Mouse_intravenous,22,1.1537938534754093,0.24562394127611523,0.24562394127611523,0.8491055977206872,0.5,1.7526879419272963,0.3811974675393879,0.3333333333333333,1.7526879419272963,0.3811974675393879,0.6,1.7526879419272963,0.3811974675393879,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Ionizable Morgan + metadata / Extra Trees,20260724,1,val
screen:Whitehead_siRNA_whitehead_lipidoid_generic_cell_nan_in_vitro,1150,0.939169400668195,0.28579624473115206,0.28579624473115206,0.9295000086760766,0.5517241379310345,0.0,0.0,0.5130434782608696,0.0,0.0,0.508695652173913,0.0,0.0,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Ionizable Morgan + metadata / Extra Trees,20260724,1,val
screen:A549_form_screen_IR_Reductive_amination_lung_epithelium_A549_in_vitro,436,0.9065831990510275,0.47153880982593943,-0.04145910917963728,0.9390595960757355,0.09090909090909091,0.3487381935119629,0.07338132196086741,0.13636363636363635,0.3487381935119629,0.07338132196086741,0.14772727272727273,0.3429574966430664,0.07216495052238854,method\benchmark_results\dual_head_hybrid_postfix_20260903_093428,validation_selected_neural_tree_hybrid,20260724,1,val
screen:He_4CR_aldehyde_He_4CR_aldehyde_liver_Mouse_intravenous,161,1.0036697056815262,0.028046521290565837,0.23311541193636193,0.8570847147867952,0.0,1.5200491547584534,0.42577487201306213,0.0,1.5200491547584534,0.42577487201306213,0.09090909090909091,0.0,0.0,method\benchmark_results\dual_head_hybrid_postfix_20260903_093428,validation_selected_neural_tree_hybrid,20260724,1,val
screen:Lee_unsat_dendrimer_Lee_unsat_dendrimer_generic_cell_IGROV1_in_vitro,84,0.8295543082195467,0.5349063130263331,0.6878633606799469,0.9402099090701939,0.4,0.0,0.0,0.2222222222222222,0.0,0.0,0.6470588235294118,0.0,0.0,method\benchmark_results\dual_head_hybrid_postfix_20260903_093428,validation_selected_neural_tree_hybrid,20260724,1,val
screen:Li_Thiolyne_Li_Thiolyne_generic_cell_HEK293T_in_vitro,112,1.002653382477584,-0.19304413970190235,0.17554390138002185,0.5895387835673395,0.0,1.918216347694397,0.43759398224293866,0.08333333333333333,1.918216347694397,0.43759398224293866,0.21739130434782608,1.918216347694397,0.43759398224293866,method\benchmark_results\dual_head_hybrid_postfix_20260903_093428,validation_selected_neural_tree_hybrid,20260724,1,val
screen:Liu_Phospholipids_Liu_iPhos_generic_cell_IGROV1_in_vitro,572,1.0223419340788025,-0.28765850208060695,0.08019430998453667,0.8495768908831764,0.034482758620689655,0.0,0.0,0.29310344827586204,0.0,0.0,0.4608695652173913,0.0,0.0,method\benchmark_results\dual_head_hybrid_postfix_20260903_093428,validation_selected_neural_tree_hybrid,20260724,1,val
screen:Raj_Jacob_ML_branched_ester_RM_Michael_addition_branched_lung_Mouse_intravenous,22,1.0688913898514882,-0.2896668548842462,0.24562394127611523,0.8500152852031228,0.0,1.757449984550476,0.3822332177732277,0.6666666666666666,1.7526875734329224,0.38119742629021314,0.6,1.7526875734329224,0.38119742629021314,method\benchmark_results\dual_head_hybrid_postfix_20260903_093428,validation_selected_neural_tree_hybrid,20260724,1,val
screen:Whitehead_siRNA_whitehead_lipidoid_generic_cell_nan_in_vitro,1150,0.9998973268952783,0.385982093630906,0.31508865737677433,0.9255848411199413,0.5344827586206896,0.0,0.0,0.5043478260869565,0.0,0.0,0.4826086956521739,0.0,0.0,method\benchmark_results\dual_head_hybrid_postfix_20260903_093428,validation_selected_neural_tree_hybrid,20260724,1,val
screen:A549_form_screen_RM_Michael_addition_branched_lung_epithelium_A549_in_vitro,1156,1.0020981294776408,0.24029521170519333,0.3313628984793803,0.9467154304133703,0.15517241379310345,0.10793828964233398,0.02079718898055756,0.1810344827586207,0.10793828964233398,0.02079718898055756,0.30603448275862066,0.08095359802246094,0.015597868766570587,ablation_results\20260903_092511\results.json,A115_dual_rank_residual,20260724,1,test
screen:IR_4CR_ketone_4CR_Ketone_muscle_Mouse_intramuscular,71,1.0073067836732854,0.06559521116790941,0.3560619399669111,0.903548224716444,0.0,1.1892624497413635,0.30497548474065844,0.125,0.37646234035491943,0.09654032611667268,0.13333333333333333,0.34552931785583496,0.08860783524116946,ablation_results\20260903_092511\results.json,A115_dual_rank_residual,20260724,1,test
screen:IR_BL_AG_3CR_sting_IR_3CR_sting_generic_cell_HeLa_in_vitro,480,1.0165934189875008,-0.18417800790546315,0.053627018128014854,0.8674477987648916,0.0,1.9731464385986328,0.33871304467689584,0.125,0.13884711265563965,0.023834687254935226,0.3020833333333333,0.0,0.0,ablation_results\20260903_092511\results.json,A115_dual_rank_residual,20260724,1,test
screen:IR_BL_AG_4CR_IR_4CR_aldehyde_generic_cell_HeLa_in_vitro,560,1.0142238255296885,-0.04344438411321886,0.050369532337665696,0.9057238968005841,0.10714285714285714,0.9930374622344971,0.13712368239764738,0.14285714285714285,0.9930374622344971,0.13712368239764738,0.22321428571428573,0.9930374622344971,0.13712368239764738,ablation_results\20260903_092511\results.json,A115_dual_rank_residual,20260724,1,test
screen:Li_enzyme_catalyzed_Li_enzyme_catalyzed_generic_cell_HEK293T_in_vitro,144,0.9817036167534301,0.5457884132438577,0.6631092054655363,0.5259873180438751,0.125,5.6396156549453735,0.738562088977861,0.3333333333333333,4.017602205276489,0.5261437762711875,0.5172413793103449,0.0,0.0,ablation_results\20260903_092511\results.json,A115_dual_rank_residual,20260724,1,test
screen:Raj_Jacob_ML_branched_ester_RM_Michael_addition_branched_spleen_Mouse_intravenous,97,1.0132262855581229,-0.09256209216037507,0.4767333681824367,0.9007178186919436,0.2,1.141494870185852,0.22313514763539805,0.2,1.141494870185852,0.22313514763539805,0.35,1.141494870185852,0.22313514763539805,ablation_results\20260903_092511\results.json,A115_dual_rank_residual,20260724,1,test
screen:Zhou_dendrimer_Zhou_dendrimer_liver_Mouse_intravenous,24,1.0110010714201303,0.1726603434576062,0.1597339006319031,0.8029199651319655,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.2,0.0,0.0,ablation_results\20260903_092511\results.json,A115_dual_rank_residual,20260724,1,test
screen:A549_form_screen_RM_Michael_addition_branched_lung_epithelium_A549_in_vitro,1156,0.8905739528560815,0.48843565488632795,0.48843565488632795,0.9687986950300048,0.3103448275862069,0.0,0.0,0.31896551724137934,0.0,0.0,0.4698275862068966,0.0,0.0,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Metadata only / Extra Trees,20260724,1,test
screen:IR_4CR_ketone_4CR_Ketone_muscle_Mouse_intramuscular,71,1.0049572310346375,-0.18176159530020133,-0.18176159530020133,0.8814694227639213,0.25,0.23421382682477843,0.0600619979689148,0.25,0.23421382682477843,0.0600619979689148,0.13333333333333333,0.23421382682477843,0.0600619979689148,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Metadata only / Extra Trees,20260724,1,test
screen:IR_BL_AG_3CR_sting_IR_3CR_sting_generic_cell_HeLa_in_vitro,480,1.0000562314977908,,,0.8634197777464072,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.3020833333333333,0.0,0.0,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Metadata only / Extra Trees,20260724,1,test
screen:IR_BL_AG_4CR_IR_4CR_aldehyde_generic_cell_HeLa_in_vitro,560,1.0000562314977908,,,0.8980610599961973,0.10714285714285714,2.7976252777891615,0.3863103620103548,0.26785714285714285,2.7976252777891615,0.3863103620103548,0.13392857142857142,2.7976252777891615,0.3863103620103548,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Metadata only / Extra Trees,20260724,1,test
screen:Li_enzyme_catalyzed_Li_enzyme_catalyzed_generic_cell_HEK293T_in_vitro,144,1.0002014289091545,,,0.4536589516949834,0.0,6.288421372246603,0.8235294117634588,0.13333333333333333,6.288421372246603,0.8235294117634588,0.20689655172413793,6.288421372246603,0.8235294117634588,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Metadata only / Extra Trees,20260724,1,test
screen:Raj_Jacob_ML_branched_ester_RM_Michael_addition_branched_spleen_Mouse_intravenous,97,0.9451138779800714,0.35630793732737953,0.35630793732737953,0.9023367941159967,0.2,0.9598322450829211,0.187624407234874,0.1,0.9598322450829211,0.187624407234874,0.3,0.0,0.0,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Metadata only / Extra Trees,20260724,1,test
screen:Zhou_dendrimer_Zhou_dendrimer_liver_Mouse_intravenous,24,1.013844332785807,,,0.7483990932562883,1.0,0.0,0.0,1.0,0.0,0.0,0.6,0.0,0.0,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Metadata only / Extra Trees,20260724,1,test
screen:A549_form_screen_RM_Michael_addition_branched_lung_epithelium_A549_in_vitro,1156,0.9593286411950874,0.2859642832799048,0.2859642832799048,0.9548855087551099,0.08620689655172414,0.125928242567396,0.024263431542460964,0.1724137931034483,0.125928242567396,0.024263431542460964,0.27586206896551724,0.09894361916009675,0.01906412478336217,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Ionizable Morgan + metadata / Extra Trees,20260724,1,test
screen:IR_4CR_ketone_4CR_Ketone_muscle_Mouse_intramuscular,71,0.9650917124719599,0.38119671029939994,0.38119671029939994,0.9288817597216562,0.0,0.87745919390263,0.22501640076703547,0.0,0.5238868967349538,0.1343460125912045,0.3333333333333333,0.3764622752082396,0.09654031410300246,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Ionizable Morgan + metadata / Extra Trees,20260724,1,test
screen:IR_BL_AG_3CR_sting_IR_3CR_sting_generic_cell_HeLa_in_vitro,480,1.3169658435751803,0.314558391179313,0.314558391179313,0.8794382191323324,0.0,1.9197236819315926,0.3295424040265249,0.2916666666666667,0.4152175673795435,0.07127681792757934,0.4270833333333333,0.0,0.0,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Ionizable Morgan + metadata / Extra Trees,20260724,1,test
screen:IR_BL_AG_4CR_IR_4CR_aldehyde_generic_cell_HeLa_in_vitro,560,1.020997923639029,-0.062065482765701764,-0.062065482765701764,0.9180950594351388,0.14285714285714285,0.9930376393753688,0.1371237002334227,0.16071428571428573,0.9930376393753688,0.1371237002334227,0.19642857142857142,0.9930376393753688,0.1371237002334227,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Ionizable Morgan + metadata / Extra Trees,20260724,1,test
screen:Li_enzyme_catalyzed_Li_enzyme_catalyzed_generic_cell_HEK293T_in_vitro,144,1.0127405737735866,0.1702114178205835,0.1702114178205835,0.500533739555804,0.0,6.288421372246603,0.8235294117634588,0.13333333333333333,6.288421372246603,0.8235294117634588,0.2413793103448276,6.288421372246603,0.8235294117634588,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Ionizable Morgan + metadata / Extra Trees,20260724,1,test
screen:Raj_Jacob_ML_branched_ester_RM_Michael_addition_branched_spleen_Mouse_intravenous,97,0.7923005740197158,0.6156263663323764,0.6156263663323764,0.9121279702246929,0.2,1.1414950572325295,0.223135172392848,0.2,1.1414950572325295,0.223135172392848,0.4,0.0,0.0,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Ionizable Morgan + metadata / Extra Trees,20260724,1,test
screen:Zhou_dendrimer_Zhou_dendrimer_liver_Mouse_intravenous,24,1.412180181757603,0.4173394398012728,0.4173394398012728,0.807302703743286,0.5,0.0,0.0,0.3333333333333333,0.0,0.0,0.2,0.0,0.0,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Ionizable Morgan + metadata / Extra Trees,20260724,1,test
screen:A549_form_screen_RM_Michael_addition_branched_lung_epithelium_A549_in_vitro,1156,0.9060475409964394,0.4906712972783514,0.3390081779156224,0.9461615602267799,0.15517241379310345,0.10793828964233398,0.02079718898055756,0.1724137931034483,0.10793828964233398,0.02079718898055756,0.30603448275862066,0.10793828964233398,0.02079718898055756,method\benchmark_results\dual_head_hybrid_postfix_20260903_093428,validation_selected_neural_tree_hybrid,20260724,1,test
screen:IR_4CR_ketone_4CR_Ketone_muscle_Mouse_intramuscular,71,1.004048482265264,-0.12035849329326528,0.37303084428744393,0.9140643558321012,0.0,0.8774592876434326,0.22501641386848306,0.125,0.37646234035491943,0.09654032611667268,0.13333333333333333,0.34552931785583496,0.08860783524116946,method\benchmark_results\dual_head_hybrid_postfix_20260903_093428,validation_selected_neural_tree_hybrid,20260724,1,test
screen:IR_BL_AG_3CR_sting_IR_3CR_sting_generic_cell_HeLa_in_vitro,480,1.0009178340126497,-0.18417800790546315,0.15830766641232744,0.8722378721697214,0.0,1.8054413795471191,0.30992456245993477,0.125,0.13884711265563965,0.023834687254935226,0.3125,0.0,0.0,method\benchmark_results\dual_head_hybrid_postfix_20260903_093428,validation_selected_neural_tree_hybrid,20260724,1,test
screen:IR_BL_AG_4CR_IR_4CR_aldehyde_generic_cell_HeLa_in_vitro,560,1.0003316420605322,-0.04344438411321886,0.014939011063127255,0.9212997016260035,0.10714285714285714,0.9930374622344971,0.13712368239764738,0.19642857142857142,0.9930374622344971,0.13712368239764738,0.22321428571428573,0.9930374622344971,0.13712368239764738,method\benchmark_results\dual_head_hybrid_postfix_20260903_093428,validation_selected_neural_tree_hybrid,20260724,1,test
screen:Li_enzyme_catalyzed_Li_enzyme_catalyzed_generic_cell_HEK293T_in_vitro,144,0.9961260670588895,0.5457884132438577,0.5729095223684648,0.5148149813138982,0.0,6.2884209752082825,0.823529406254727,0.26666666666666666,5.6396156549453735,0.738562088977861,0.41379310344827586,0.0,0.0,method\benchmark_results\dual_head_hybrid_postfix_20260903_093428,validation_selected_neural_tree_hybrid,20260724,1,test
screen:Raj_Jacob_ML_branched_ester_RM_Michael_addition_branched_spleen_Mouse_intravenous,97,0.953707364619098,0.35937340767877407,0.5316067865284436,0.9086135871303087,0.2,1.141494870185852,0.22313514763539805,0.2,1.141494870185852,0.22313514763539805,0.35,0.9598321914672852,0.1876244066812056,method\benchmark_results\dual_head_hybrid_postfix_20260903_093428,validation_selected_neural_tree_hybrid,20260724,1,test
screen:Zhou_dendrimer_Zhou_dendrimer_liver_Mouse_intravenous,24,1.0132612858358951,0.1726603434576062,0.24652573103305273,0.8825055409824845,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.4,0.0,0.0,method\benchmark_results\dual_head_hybrid_postfix_20260903_093428,validation_selected_neural_tree_hybrid,20260724,1,test
screen:AGILE_3CR_Agile_3CR_macrophage_RAW264p7_in_vitro,1100,1.0200182722390185,-0.06420247068279329,0.042001723980087176,0.897623849382337,0.01818181818181818,3.007520079612732,0.415094356696639,0.10909090909090909,1.9685585498809814,0.2716981178020047,0.21818181818181817,0.9295973777770996,0.1283019282667449,ablation_results\20260903_092831\results.json,A115_dual_rank_residual,20260725,2,val
screen:Chen_disulfide_Chen_disulfide_liver_Mouse_intravenous,31,0.9942840644830204,0.4614770002690204,0.6103210042945206,0.9570187236178757,0.0,0.8703378140926361,0.22409141571625804,0.25,0.0,0.0,0.2857142857142857,0.0,0.0,ablation_results\20260903_092831\results.json,A115_dual_rank_residual,20260725,2,val
screen:He_4CR_aldehyde_He_4CR_aldehyde_spleen_Mouse_intravenous,160,0.9975094420593666,-0.23432960068006972,-0.2418644536859331,0.8163276460229337,0.0,0.73329758644104,0.2459892924096717,0.0625,0.09564745426177979,0.03208554075410612,0.25,0.09564745426177979,0.03208554075410612,ablation_results\20260903_092831\results.json,A115_dual_rank_residual,20260725,2,val
screen:IR_BL_AG_4CR_IR_4CR_aldehyde_muscle_Mouse_intramuscular,51,1.0084751483068897,0.11799093050664029,-0.028730652109181912,0.6898702517804994,0.0,1.6384763717651367,0.5238739455370722,0.16666666666666666,0.5672236680984497,0.18135977187673494,0.09090909090909091,0.5672236680984497,0.18135977187673494,ablation_results\20260903_092831\results.json,A115_dual_rank_residual,20260725,2,val
screen:LM_3CR_LM_3CR_generic_cell_HeLa_in_vitro,1080,0.9826826397885154,0.3242886699369394,0.19021716548905965,0.9251952782645773,0.12962962962962962,0.0,0.0,0.19444444444444445,0.0,0.0,0.3287037037037037,0.0,0.0,ablation_results\20260903_092831\results.json,A115_dual_rank_residual,20260725,2,val
screen:RM_BL_AG_carbonate_RM_carbonate_muscle_nan_intramuscular,4,1.0119535239800344,-0.39999999999999997,0.7999999999999999,0.9931119473588143,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,ablation_results\20260903_092831\results.json,A115_dual_rank_residual,20260725,2,val
screen:Raj_Jacob_ML_branched_ester_RM_Michael_addition_branched_liver_Mouse_intravenous,97,1.0066862333626392,-0.024839656663217614,0.6786371765200925,0.9534741811892593,0.2,0.16620659828186035,0.04657948282696404,0.4,0.0,0.0,0.5,0.0,0.0,ablation_results\20260903_092831\results.json,A115_dual_rank_residual,20260725,2,val
screen:Raj_Jacob_ML_branched_ester_RM_Michael_addition_branched_muscle_Mouse_intramuscular,18,1.0017324709390227,-0.07739938080495357,0.19711042311661509,0.908439752189527,0.0,1.3055254817008972,0.30164913849839314,0.0,1.0219670534133911,0.23613133987569176,0.0,1.0012906789779663,0.23135394516135022,ablation_results\20260903_092831\results.json,A115_dual_rank_residual,20260725,2,val
screen:AGILE_3CR_Agile_3CR_macrophage_RAW264p7_in_vitro,1100,1.01444950284302,,,0.8998221875048167,0.07272727272727272,1.5857833552675977,0.2188679245661802,0.1,1.0116204162078035,0.13962264152206003,0.20909090909090908,0.0,0.0,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Metadata only / Extra Trees,20260725,2,val
screen:Chen_disulfide_Chen_disulfide_liver_Mouse_intravenous,31,1.0143486566480675,-0.07953515164583669,-0.07953515164583669,0.8990231147218022,0.0,1.194203731263741,0.30747922437673125,0.0,0.5949806198336335,0.15319344155124653,0.0,0.5949806198336335,0.15319344155124653,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Metadata only / Extra Trees,20260725,2,val
screen:He_4CR_aldehyde_He_4CR_aldehyde_spleen_Mouse_intravenous,160,0.9958135353913261,,,0.7976438550077863,0.125,0.09564752457455028,0.03208556149732609,0.125,0.09564752457455028,0.03208556149732609,0.15625,0.09564752457455028,0.03208556149732609,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Metadata only / Extra Trees,20260725,2,val
screen:IR_BL_AG_4CR_IR_4CR_aldehyde_muscle_Mouse_intramuscular,51,1.0042130831659823,,,0.712647542152299,0.0,3.127615825256072,1.0,0.0,3.127615825256072,1.0,0.0,3.127615825256072,1.0,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Metadata only / Extra Trees,20260725,2,val
screen:LM_3CR_LM_3CR_generic_cell_HeLa_in_vitro,1080,1.000059751729201,,,0.8957061559244145,0.16666666666666666,0.0,0.0,0.18518518518518517,0.0,0.0,0.1574074074074074,0.0,0.0,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Metadata only / Extra Trees,20260725,2,val
screen:RM_BL_AG_carbonate_RM_carbonate_muscle_nan_intramuscular,4,1.0001729482282493,,,0.7189514222732244,0.0,2.561699290128046,1.0,0.0,2.561699290128046,1.0,0.0,2.561699290128046,1.0,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Metadata only / Extra Trees,20260725,2,val
screen:Raj_Jacob_ML_branched_ester_RM_Michael_addition_branched_liver_Mouse_intravenous,97,0.8539947047873553,0.6153901810271929,0.6153901810271929,0.9564386661533825,0.4,0.0,0.0,0.4,0.0,0.0,0.55,0.0,0.0,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Metadata only / Extra Trees,20260725,2,val
screen:Raj_Jacob_ML_branched_ester_RM_Michael_addition_branched_muscle_Mouse_intramuscular,18,1.0269086633327849,0.060918954943252335,0.060918954943252335,0.9129016984772037,0.0,1.0012907437362344,0.23135394277224564,0.0,1.0012907437362344,0.23135394277224564,0.0,1.0012907437362344,0.23135394277224564,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Metadata only / Extra Trees,20260725,2,val
screen:AGILE_3CR_Agile_3CR_macrophage_RAW264p7_in_vitro,1100,1.071225364249732,0.2938320918254554,0.2938320918254554,0.9323723565066103,0.2727272727272727,0.9295971392762215,0.12830188681209337,0.3181818181818182,0.9295971392762215,0.12830188681209337,0.38636363636363635,0.9295971392762215,0.12830188681209337,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Ionizable Morgan + metadata / Extra Trees,20260725,2,val
screen:Chen_disulfide_Chen_disulfide_liver_Mouse_intravenous,31,1.0110399169117235,0.5355960633319221,0.5355960633319221,0.9505405439611677,0.0,0.8182070705348075,0.2106689745152354,0.0,0.36360381258360275,0.09361938448753454,0.5714285714285714,0.16103191746768186,0.04146191121883659,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Ionizable Morgan + metadata / Extra Trees,20260725,2,val
screen:He_4CR_aldehyde_He_4CR_aldehyde_spleen_Mouse_intravenous,160,0.9756648699673053,0.1808025454787689,0.1808025454787689,0.8339965402785541,0.25,0.1753537950533426,0.058823529411764636,0.1875,0.09564752457455028,0.03208556149732609,0.28125,0.0,0.0,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Ionizable Morgan + metadata / Extra Trees,20260725,2,val
screen:IR_BL_AG_4CR_IR_4CR_aldehyde_muscle_Mouse_intramuscular,51,1.0971207675293757,0.21720001076714873,0.21720001076714873,0.7693071067246795,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.2727272727272727,0.0,0.0,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Ionizable Morgan + metadata / Extra Trees,20260725,2,val
screen:LM_3CR_LM_3CR_generic_cell_HeLa_in_vitro,1080,0.9732005409663457,0.13517322167640372,0.13517322167640372,0.9472623881465576,0.35185185185185186,0.0,0.0,0.37037037037037035,0.0,0.0,0.35648148148148145,0.0,0.0,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Ionizable Morgan + metadata / Extra Trees,20260725,2,val
screen:RM_BL_AG_carbonate_RM_carbonate_muscle_nan_intramuscular,4,0.767207800403287,0.7999999999999999,0.7999999999999999,0.987120453889974,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Ionizable Morgan + metadata / Extra Trees,20260725,2,val
