case_code,selection_rule,screen,fraction_inspected,candidates_inspected,normalized_regret,color
C2,Median-ranking case,LM three-component-reaction screen,0.24537037037037038,265,0.0,#4C78A8
C2,Median-ranking case,LM three-component-reaction screen,0.2462962962962963,266,0.0,#4C78A8
C2,Median-ranking case,LM three-component-reaction screen,0.24722222222222223,267,0.0,#4C78A8
C2,Median-ranking case,LM three-component-reaction screen,0.24814814814814815,268,0.0,#4C78A8
C2,Median-ranking case,LM three-component-reaction screen,0.2490740740740741,269,0.0,#4C78A8
C2,Median-ranking case,LM three-component-reaction screen,0.25,270,0.0,#4C78A8
C3,Lowest-ranking case,4CR ketone screen,0.03571428571428571,1,0.8461538294860627,#C75B39
C3,Lowest-ranking case,4CR ketone screen,0.07142857142857142,2,0.6153846152457173,#C75B39
C3,Lowest-ranking case,4CR ketone screen,0.10714285714285714,3,0.6153846152457173,#C75B39
C3,Lowest-ranking case,4CR ketone screen,0.14285714285714285,4,0.6153846152457173,#C75B39
C3,Lowest-ranking case,4CR ketone screen,0.17857142857142858,5,0.6153846152457173,#C75B39
C3,Lowest-ranking case,4CR ketone screen,0.21428571428571427,6,0.0,#C75B39
C3,Lowest-ranking case,4CR ketone screen,0.25,7,0.0,#C75B39
